City,Price(P),Change(P),Price(D),Change(D)
Lakhimpur,99.26 ₹/L,+ 0.49,91.29 ₹/L,+ 0.49
Lalitpur,97.15 ₹/L,  0.00,90.31 ₹/L,  0.00
Latehar,100.87 ₹/L,  0.00,95.68 ₹/L,  0.00
Latur,107.38 ₹/L,+ 0.15,93.87 ₹/L,+ 0.14
Lawngtlai,97.77 ₹/L,  0.00,84.03 ₹/L,  0.00
Lohardaga,100.72 ₹/L,  0.00,95.53 ₹/L,  0.00
Lohit,95.39 ₹/L,  0.00,84.66 ₹/L,  0.00
Longding,95.06 ₹/L,+ 0.53,84.35 ₹/L,+ 0.49
Longleng,100.76 ₹/L,  0.00,88.94 ₹/L,  0.00
Lower Dibang Valley,95.60 ₹/L,  0.00,84.80 ₹/L,  0.00
Lower Subansiri,92.87 ₹/L,- 0.16,82.32 ₹/L,- 0.08
Luckeesarai,108.14 ₹/L,+ 0.10,94.86 ₹/L,+ 0.10
Lucknow,96.57 ₹/L,+ 0.10,89.76 ₹/L,+ 0.10
Ludhiana,97.73 ₹/L,+ 0.27,88.06 ₹/L,+ 0.26
Lunglei,97.14 ₹/L,  0.00,83.44 ₹/L,  0.00
Madhepura,108.25 ₹/L,  0.00,94.96 ₹/L,  0.00
Madhubani,108.86 ₹/L,+ 0.23,95.53 ₹/L,+ 0.21
Madurai,103.35 ₹/L,- 0.07,94.98 ₹/L,- 0.07
Mahabubabad,109.56 ₹/L,+ 0.09,97.72 ₹/L,+ 0.09
Maharajganj,96.77 ₹/L,- 0.48,89.95 ₹/L,- 0.47
Mahasamund,103.73 ₹/L,  0.00,96.69 ₹/L,  0.00
Mahe,93.80 ₹/L,  0.00,83.72 ₹/L,  0.00
Mahendragarh,96.93 ₹/L,- 0.15,89.80 ₹/L,- 0.15
Mahisagar,97.16 ₹/L,- 0.11,92.90 ₹/L,- 0.12
Mahoba,97.40 ₹/L,- 0.14,90.55 ₹/L,- 0.13
Mainpuri,96.85 ₹/L,- 0.23,90.01 ₹/L,- 0.22
Majuli,99.26 ₹/L,- 0.04,91.27 ₹/L,- 0.04
Malappuram,108.04 ₹/L,- 0.25,96.97 ₹/L,- 0.23
Malda,105.81 ₹/L,- 0.30,92.56 ₹/L,- 0.27
Malkangiri,108.92 ₹/L,  0.00,100.29 ₹/L,  0.00
Mamit,96.02 ₹/L,  0.00,82.42 ₹/L,  0.00
Mancherial,110.70 ₹/L,- 0.27,98.78 ₹/L,- 0.25
Mandi,96.20 ₹/L,+ 0.11,85.38 ₹/L,+ 0.11
Mandla,109.63 ₹/L,+ 0.42,94.82 ₹/L,+ 0.38
Mandsaur,109.75 ₹/L,  0.00,94.93 ₹/L,  0.00
Mandya,102.17 ₹/L,+ 0.39,88.10 ₹/L,+ 0.35
Mansa,97.54 ₹/L,+ 0.09,87.88 ₹/L,+ 0.08
Mathura,96.08 ₹/L,- 0.37,89.25 ₹/L,- 0.36
Maunathbhanjan,97.38 ₹/L,- 0.02,90.54 ₹/L,- 0.03
Mayurbhanj,104.05 ₹/L,- 0.65,95.60 ₹/L,- 0.62
Medak,109.77 ₹/L,- 1.02,97.93 ₹/L,- 0.95
Medchal Malkajgiri,109.66 ₹/L,  0.00,97.82 ₹/L,  0.00
Meerut,96.31 ₹/L,- 0.15,89.49 ₹/L,- 0.15
Mehabubnagar,110.44 ₹/L,  0.00,98.55 ₹/L,  0.00
Mehsana,96.52 ₹/L,- 0.10,92.29 ₹/L,- 0.09
Mewat,97.58 ₹/L,+ 0.64,90.43 ₹/L,+ 0.62
Mirzapur,96.63 ₹/L,- 0.45,89.82 ₹/L,- 0.45
Moga,97.56 ₹/L,+ 0.08,87.90 ₹/L,+ 0.07
Mokokchung,101.02 ₹/L,+ 0.74,88.99 ₹/L,+ 0.55
Mon,100.62 ₹/L,  0.00,88.75 ₹/L,  0.00
Moradabad,97.25 ₹/L,+ 0.42,90.42 ₹/L,+ 0.41
Morbi,96.77 ₹/L,+ 0.37,92.53 ₹/L,+ 0.37
Morena,109.04 ₹/L,  0.00,94.27 ₹/L,  0.00
Morigaon,98.31 ₹/L,  0.00,90.34 ₹/L,  0.00
Muktsar,97.19 ₹/L,+ 0.03,87.54 ₹/L,+ 0.03
Mulugu,109.29 ₹/L,  0.00,97.47 ₹/L,  0.00
Mumbai City,106.31 ₹/L,  0.00,94.27 ₹/L,  0.00
Mungeli,103.42 ₹/L,+ 0.24,96.39 ₹/L,+ 0.23
Munger,107.70 ₹/L,+ 0.23,94.44 ₹/L,+ 0.21
Murshidabad,107.39 ₹/L,+ 0.50,94.03 ₹/L,+ 0.46
Muzaffarnagar,96.63 ₹/L,+ 0.18,89.81 ₹/L,+ 0.18
Muzaffarpur,107.97 ₹/L,- 0.10,94.69 ₹/L,- 0.10
Mysore,101.50 ₹/L,  0.00,87.49 ₹/L,  0.00
Nabarangapur,108.13 ₹/L,+ 0.34,99.53 ₹/L,+ 0.32
Nadia,106.98 ₹/L,- 0.68,93.65 ₹/L,- 0.63
Nagaon,97.68 ₹/L,- 0.58,89.73 ₹/L,- 0.56
Nagapattinam,104.08 ₹/L,  0.00,95.70 ₹/L,  0.00
Nagarkurnool,110.41 ₹/L,- 0.90,98.53 ₹/L,- 0.84
Nagaur,109.36 ₹/L,+ 0.16,94.52 ₹/L,+ 0.15
Nagpur,106.06 ₹/L,+ 0.03,92.61 ₹/L,+ 0.03
Nainital,94.85 ₹/L,  0.00,89.97 ₹/L,  0.00
Nalanda,107.85 ₹/L,- 0.15,94.61 ₹/L,- 0.14
Nalbari,97.34 ₹/L,- 0.32,89.38 ₹/L,- 0.31
Nalgonda,109.76 ₹/L,+ 0.19,97.90 ₹/L,+ 0.18
Namakkal,103.10 ₹/L,- 0.26,94.72 ₹/L,- 0.26
Namsai,95.13 ₹/L,  0.00,84.42 ₹/L,  0.00
Nanded,108.32 ₹/L,+ 0.43,94.78 ₹/L,+ 0.40
Nandurbar,107.25 ₹/L,+ 0.03,93.74 ₹/L,+ 0.03
Narayanpet,111.47 ₹/L,+ 0.07,99.51 ₹/L,+ 0.06
Narmada,96.99 ₹/L,+ 0.33,92.73 ₹/L,+ 0.33
Narsimhapur,108.96 ₹/L,- 0.17,94.21 ₹/L,- 0.15
Nashik,106.77 ₹/L,+ 0.26,93.27 ₹/L,+ 0.25
Navsari,96.54 ₹/L,- 0.03,92.30 ₹/L,- 0.04
Nawada,108.13 ₹/L,- 0.26,94.87 ₹/L,- 0.24
Nayagarh,103.47 ₹/L,  0.00,95.03 ₹/L,  0.00
Neemach,110.00 ₹/L,+ 0.34,95.15 ₹/L,+ 0.31
Nellore,112.35 ₹/L,+ 0.10,100.01 ₹/L,+ 0.10
New Delhi,96.72 ₹/L,  0.00,89.62 ₹/L,  0.00
Nicobar,84.10 ₹/L,  0.00,79.74 ₹/L,  0.00
Nilgiris,104.96 ₹/L,  0.00,96.37 ₹/L,  0.00
Nirmal,111.36 ₹/L,  0.00,99.40 ₹/L,  0.00
Nizamabad,111.27 ₹/L,+ 0.19,99.31 ₹/L,+ 0.17
Noney,101.61 ₹/L,  0.00,87.51 ₹/L,  0.00
North 24 Parganas,106.49 ₹/L,+ 0.30,93.19 ₹/L,+ 0.27
North And Middle Andaman,84.10 ₹/L,  0.00,79.74 ₹/L,  0.00
North Delhi,96.72 ₹/L,  0.00,89.62 ₹/L,  0.00
North District,102.85 ₹/L,  0.00,89.90 ₹/L,  0.00
North East Delhi,96.72 ₹/L,  0.00,89.62 ₹/L,  0.00
North Garo Hills,95.67 ₹/L,  0.00,84.19 ₹/L,  0.00
North Goa,97.75 ₹/L,- 0.09,90.29 ₹/L,- 0.10
North Tripura,98.40 ₹/L,  0.00,87.42 ₹/L,  0.00
North West Delhi,96.72 ₹/L,  0.00,89.62 ₹/L,  0.00
Nuaparha,105.94 ₹/L,+ 0.19,97.42 ₹/L,+ 0.18
Osmanabad,107.40 ₹/L,+ 0.35,93.89 ₹/L,+ 0.34
Pakur,101.20 ₹/L,  0.00,95.97 ₹/L,  0.00
Palakkad,108.90 ₹/L,+ 0.14,97.75 ₹/L,+ 0.13
Palamau,102.75 ₹/L,+ 0.98,97.54 ₹/L,+ 0.97
Palghar,106.06 ₹/L,+ 0.04,92.55 ₹/L,+ 0.04
Pali,108.97 ₹/L,+ 0.29,94.17 ₹/L,+ 0.26
Palwal,97.59 ₹/L,+ 0.03,90.44 ₹/L,+ 0.02
Panch Mahal,96.44 ₹/L,- 0.32,92.18 ₹/L,- 0.33
Panchkula,97.71 ₹/L,- 0.11,90.54 ₹/L,- 0.11
Panipat,96.69 ₹/L,+ 0.23,89.55 ₹/L,+ 0.22
Panna,110.38 ₹/L,  0.00,95.48 ₹/L,  0.00
Papumpare,92.52 ₹/L,- 0.31,81.99 ₹/L,- 0.28
Parbhani,109.47 ₹/L,  0.00,95.86 ₹/L,  0.00
Paschim Bardhaman,106.28 ₹/L,+ 0.42,93.01 ₹/L,+ 0.40
Paschim Medinipur,106.73 ₹/L,+ 0.26,93.38 ₹/L,+ 0.24
Patan,96.22 ₹/L,- 0.40,91.98 ₹/L,- 0.40
Pathananthitta,108.75 ₹/L,+ 0.12,97.61 ₹/L,+ 0.11
Pathankot,97.89 ₹/L,+ 0.01,88.22 ₹/L,+ 0.01
Patiala,97.51 ₹/L,- 0.22,87.86 ₹/L,- 0.21
Patna,107.95 ₹/L,+ 0.71,94.70 ₹/L,+ 0.66
Pauri,97.16 ₹/L,+ 1.87,92.04 ₹/L,+ 1.66
Peddapalli,110.36 ₹/L,+ 0.16,98.47 ₹/L,+ 0.16
Perambalur,103.54 ₹/L,  0.00,95.17 ₹/L,  0.00
Peren,98.65 ₹/L,  0.00,86.99 ₹/L,  0.00
Phek,101.14 ₹/L,  0.00,89.10 ₹/L,  0.00
Pherzawl,103.02 ₹/L,  0.00,88.78 ₹/L,  0.00
Pilibhit,97.13 ₹/L,- 0.02,90.30 ₹/L,- 0.01
Pithoragarh,97.66 ₹/L,- 0.30,92.29 ₹/L,- 0.46
Pondicherry,96.16 ₹/L,- 0.12,86.33 ₹/L,- 0.12
Poonch,100.60 ₹/L,  0.00,85.83 ₹/L,  0.00
Porbander,96.85 ₹/L,- 0.09,92.60 ₹/L,- 0.09
Prakasam,112.12 ₹/L,+ 1.15,99.82 ₹/L,+ 1.06
Pratapgarh,109.53 ₹/L,+ 1.00,94.68 ₹/L,+ 0.90
Pudukkottai,103.68 ₹/L,+ 0.19,95.30 ₹/L,+ 0.18
Pulwama,101.50 ₹/L,- 0.42,86.68 ₹/L,- 0.23
Pune,105.96 ₹/L,+ 0.19,92.48 ₹/L,+ 0.18
Purba Bardhaman,106.61 ₹/L,+ 0.19,93.31 ₹/L,+ 0.18
Purba Medinipur,106.17 ₹/L,- 0.20,92.86 ₹/L,- 0.19
Puri,103.47 ₹/L,+ 0.03,95.02 ₹/L,+ 0.03
Purnia,108.84 ₹/L,+ 0.13,95.51 ₹/L,+ 0.12
Purulia,107.17 ₹/L,+ 0.32,93.83 ₹/L,+ 0.30
Rae Bareli,97.00 ₹/L,+ 0.13,90.18 ₹/L,+ 0.12
Raichur,101.84 ₹/L,- 0.45,87.84 ₹/L,- 0.41
Raigarh,102.75 ₹/L,  0.00,95.73 ₹/L,  0.00
Raipur,102.45 ₹/L,  0.00,95.44 ₹/L,  0.00
Raisen,108.84 ₹/L,  0.00,94.08 ₹/L,  0.00
Rajanna Sircilla,110.18 ₹/L,  0.00,98.30 ₹/L,  0.00
Rajgarh,109.53 ₹/L,  0.00,94.71 ₹/L,  0.00
Rajkot,96.19 ₹/L,  0.00,91.95 ₹/L,  0.00
Rajnandgaon,102.86 ₹/L,  0.00,95.84 ₹/L,  0.00
Rajouri,98.81 ₹/L,- 0.37,84.39 ₹/L,- 0.35
Rajsamand,109.20 ₹/L,+ 0.22,94.38 ₹/L,+ 0.21
Ramanagara,102.39 ₹/L,- 0.01,88.29 ₹/L,- 0.02
Ramanathapuram,103.78 ₹/L,- 0.95,95.41 ₹/L,- 0.93
Ramban,99.84 ₹/L,  0.00,85.17 ₹/L,  0.00
Ramgarh,100.38 ₹/L,  0.00,95.19 ₹/L,  0.00
Rampur,97.10 ₹/L,+ 0.16,90.27 ₹/L,+ 0.15
Ranchi,100.15 ₹/L,+ 0.31,94.96 ₹/L,+ 0.31
Rangareddi,109.83 ₹/L,- 0.23,97.98 ₹/L,- 0.22
Ratlam,108.49 ₹/L,- 0.42,93.77 ₹/L,- 0.38
Ratnagiri,107.43 ₹/L,- 0.29,93.87 ₹/L,- 0.34
Rayagada,107.01 ₹/L,- 0.31,98.43 ₹/L,- 0.30
Reasi,99.10 ₹/L,  0.00,84.48 ₹/L,  0.00
Rewa,111.05 ₹/L,  0.00,96.12 ₹/L,  0.00
Rewari,96.72 ₹/L,+ 0.12,89.60 ₹/L,+ 0.12
Ri Bhoi,94.98 ₹/L,- 0.10,83.50 ₹/L,- 0.10
Rohtak,97.23 ₹/L,- 0.11,90.08 ₹/L,- 0.10
Rohtas,108.63 ₹/L,- 0.25,95.33 ₹/L,- 0.24
Rudraprayag,97.28 ₹/L,  0.00,92.18 ₹/L,  0.00
Rupnagar,97.83 ₹/L,+ 0.01,88.17 ₹/L,+ 0.01
Sabar Kantha,97.32 ₹/L,+ 0.20,93.07 ₹/L,+ 0.21
Sagar,108.48 ₹/L,+ 0.05,93.74 ₹/L,+ 0.04
Saharanpur,97.38 ₹/L,+ 0.01,90.54 ₹/L,+ 0.01
Saharsa,108.19 ₹/L,+ 0.12,94.90 ₹/L,+ 0.11
Sahibganj,101.19 ₹/L,  0.00,95.96 ₹/L,  0.00
Saiha,98.61 ₹/L,  0.00,84.75 ₹/L,  0.00
Salem,103.49 ₹/L,- 0.35,95.10 ₹/L,- 0.35
Samastipur,107.70 ₹/L,+ 0.10,94.44 ₹/L,+ 0.09
Samba,97.81 ₹/L,+ 0.31,83.55 ₹/L,+ 0.29
Sambalpur,103.23 ₹/L,- 1.15,94.81 ₹/L,- 1.12
Sambhal,97.18 ₹/L,+ 0.55,90.35 ₹/L,+ 0.54
Sangareddy,109.85 ₹/L,- 0.81,98.00 ₹/L,- 0.76
Sangli,106.56 ₹/L,+ 0.51,93.09 ₹/L,+ 0.49
Sangrur,97.40 ₹/L,+ 0.39,87.75 ₹/L,+ 0.38
Sant Kabir Nagar,97.05 ₹/L,+ 0.14,90.22 ₹/L,+ 0.13
Sant Ravi Nagar,97.28 ₹/L,- 0.03,90.46 ₹/L,- 0.03
Saraikela Kharasawan,99.78 ₹/L,  0.00,94.58 ₹/L,  0.00
Saran,107.48 ₹/L,- 0.48,94.26 ₹/L,- 0.44
Sas Nagar,98.13 ₹/L,+ 0.10,88.44 ₹/L,+ 0.09
Satara,107.15 ₹/L,+ 0.55,93.63 ₹/L,+ 0.53
Satna,110.86 ₹/L,+ 0.14,95.95 ₹/L,+ 0.13
Sawaimadhopur,109.63 ₹/L,- 0.73,94.74 ₹/L,- 0.66
Sehore,109.05 ₹/L,+ 0.18,94.28 ₹/L,+ 0.18
Senapati,101.66 ₹/L,- 0.50,87.56 ₹/L,- 0.44
Seoni,110.44 ₹/L,+ 0.52,95.56 ₹/L,+ 0.47
Sepahijhala,99.79 ₹/L,  0.00,88.71 ₹/L,  0.00
Serchhip,96.49 ₹/L,  0.00,82.86 ₹/L,  0.00
Sewan,108.62 ₹/L,  0.00,95.32 ₹/L,  0.00
Shahdol,111.32 ₹/L,+ 0.04,96.37 ₹/L,+ 0.03
Shahjahanpur,96.32 ₹/L,- 0.21,89.52 ₹/L,- 0.20
Shajapur,109.27 ₹/L,  0.00,94.47 ₹/L,  0.00
Shamli,96.91 ₹/L,+ 0.11,90.07 ₹/L,+ 0.10
Shd Bhagat Singh Ngr,97.10 ₹/L,- 0.62,87.46 ₹/L,- 0.60
Sheikhpura,108.56 ₹/L,  0.00,95.27 ₹/L,  0.00
Sheohar,108.56 ₹/L,  0.00,95.25 ₹/L,  0.00
Sheopur,111.00 ₹/L,  0.00,96.06 ₹/L,  0.00
Shimla,97.24 ₹/L,  0.00,86.30 ₹/L,  0.00
Shimoga,102.59 ₹/L,- 0.69,88.43 ₹/L,- 0.62
Shivpuri,110.04 ₹/L,  0.00,95.18 ₹/L,  0.00
Shopian,101.35 ₹/L,+ 0.03,86.55 ₹/L,+ 0.03
Shravasti,96.84 ₹/L,  0.00,90.04 ₹/L,  0.00
Sibsagar,97.92 ₹/L,- 0.32,89.95 ₹/L,- 0.32
Siddipet,109.47 ₹/L,  0.00,97.63 ₹/L,  0.00
Sidharthnagar,97.64 ₹/L,+ 0.47,90.80 ₹/L,+ 0.46
Sidhi,110.35 ₹/L,+ 0.18,95.51 ₹/L,+ 0.17
Sikar,109.53 ₹/L,+ 0.01,94.67 ₹/L,+ 0.01
Silvassa,94.43 ₹/L,  0.00,89.98 ₹/L,  0.00
Simdega,100.81 ₹/L,  0.00,95.62 ₹/L,  0.00
Sindhudurg,108.01 ₹/L,+ 0.04,94.48 ₹/L,+ 0.03
Singrauli,108.74 ₹/L,  0.00,94.03 ₹/L,  0.00
Sirmaur,96.70 ₹/L,  0.00,85.90 ₹/L,  0.00
Sirohi,110.76 ₹/L,+ 0.08,95.78 ₹/L,+ 0.06
Sirsa,98.13 ₹/L,- 0.68,90.95 ₹/L,- 0.66
Sitamarhi,108.56 ₹/L,+ 0.21,95.25 ₹/L,+ 0.20
Sitapur,97.43 ₹/L,+ 0.18,90.60 ₹/L,+ 0.18
Sivaganga,103.62 ₹/L,+ 0.26,95.24 ₹/L,+ 0.24
Solan,95.26 ₹/L,- 0.14,84.56 ₹/L,- 0.13
Solapur,106.20 ₹/L,- 0.81,92.74 ₹/L,- 0.75
Sonapur,104.68 ₹/L,+ 0.09,96.21 ₹/L,+ 0.08
Sonbhadra,97.53 ₹/L,+ 0.01,90.71 ₹/L,+ 0.01
Sonipat,96.93 ₹/L,+ 0.05,89.78 ₹/L,+ 0.04
Sonitpur,97.28 ₹/L,+ 0.08,89.34 ₹/L,+ 0.08
South 24 Parganas,106.03 ₹/L,- 0.31,92.77 ₹/L,- 0.28
South Andaman,84.10 ₹/L,  0.00,79.74 ₹/L,  0.00
South Delhi,96.72 ₹/L,  0.00,89.62 ₹/L,  0.00
South District,102.85 ₹/L,  0.00,89.90 ₹/L,  0.00
South East Delhi,96.72 ₹/L,  0.00,89.62 ₹/L,  0.00
South Garo Hills,96.31 ₹/L,- 0.43,84.82 ₹/L,- 0.43
South Goa,97.11 ₹/L,  0.00,89.68 ₹/L,  0.00
South Tripura,100.68 ₹/L,+ 0.30,89.55 ₹/L,+ 0.28
South West Delhi,96.72 ₹/L,  0.00,89.62 ₹/L,  0.00
Southwest Khasi Hils,96.87 ₹/L,  0.00,85.38 ₹/L,  0.00
Srikakulam,112.49 ₹/L,- 0.18,100.14 ₹/L,- 0.17
Srinagar,101.98 ₹/L,  0.00,86.97 ₹/L,  0.00
Sukma,106.25 ₹/L,  0.00,99.17 ₹/L,  0.00
Sultanpur,98.29 ₹/L,+ 0.31,91.45 ₹/L,+ 0.31
Sundargarh,103.64 ₹/L,- 0.64,95.21 ₹/L,- 0.62
Supaul,108.55 ₹/L,- 0.33,95.24 ₹/L,- 0.31
Surajpur,103.70 ₹/L,  0.00,96.67 ₹/L,  0.00
Surat,96.30 ₹/L,  0.00,92.06 ₹/L,  0.00
Surendranagar,97.15 ₹/L,- 0.47,92.92 ₹/L,- 0.45
Surguja,103.59 ₹/L,  0.00,96.57 ₹/L,  0.00
Suryapet,109.21 ₹/L,- 0.15,97.38 ₹/L,- 0.14
Tamenglong,102.62 ₹/L,  0.00,88.42 ₹/L,  0.00
Tapi,96.99 ₹/L,+ 0.11,92.75 ₹/L,+ 0.10
Tarn Taran,97.75 ₹/L,- 0.28,88.09 ₹/L,- 0.26
Tawang,98.26 ₹/L,  0.00,86.91 ₹/L,  0.00
Tehri Garhwal,96.31 ₹/L,- 0.14,91.13 ₹/L,- 0.25
Tengnoupal,102.12 ₹/L,  0.00,87.97 ₹/L,  0.00
Teni,103.68 ₹/L,- 0.11,95.30 ₹/L,- 0.11
Thane,105.97 ₹/L,- 0.41,92.47 ₹/L,- 1.87
Thanjavur,103.25 ₹/L,- 0.36,94.88 ₹/L,- 0.35
The Dangs,97.25 ₹/L,  0.00,93.01 ₹/L,  0.00
Thiruvananthapuram,109.73 ₹/L,+ 0.28,98.53 ₹/L,+ 0.26
Thiruvarur,103.80 ₹/L,- 0.09,95.42 ₹/L,- 0.09
Thoubal,101.37 ₹/L,  0.00,87.29 ₹/L,  0.00
Thrissur,108.36 ₹/L,- 0.13,97.24 ₹/L,- 0.12
Tikamgarh,109.47 ₹/L,  0.00,94.64 ₹/L,  0.00
Tinsukia,96.98 ₹/L,  0.00,89.03 ₹/L,  0.00
Tirap,95.34 ₹/L,  0.00,84.52 ₹/L,  0.00
Tiruchchirappalli,103.09 ₹/L,- 0.31,94.72 ₹/L,- 0.30
Tirunelveli,102.95 ₹/L,  0.00,94.60 ₹/L,  0.00
Tirupur,103.55 ₹/L,  0.00,95.16 ₹/L,+ 0.01
Tiruvallur,102.82 ₹/L,+ 0.09,94.42 ₹/L,+ 0.09
Tiruvannamalai,104.24 ₹/L,- 0.20,95.81 ₹/L,- 0.19
Tonk,109.21 ₹/L,+ 0.41,94.38 ₹/L,+ 0.37
Tuensang,102.04 ₹/L,  0.00,89.91 ₹/L,  0.00
Tumkur,102.81 ₹/L,+ 0.36,88.68 ₹/L,+ 0.32
Tuticorin,103.31 ₹/L,- 0.07,94.94 ₹/L,- 0.08
Udaipur,109.27 ₹/L,- 0.05,94.44 ₹/L,- 0.04
Udalguri,97.93 ₹/L,+ 0.20,89.96 ₹/L,+ 0.20
Udham Singh Nagar,95.11 ₹/L,+ 0.26,90.24 ₹/L,+ 0.27
Udhampur,99.09 ₹/L,  0.00,84.45 ₹/L,  0.00
Udupi,101.81 ₹/L,+ 0.37,87.74 ₹/L,+ 0.33
Ujjain,109.01 ₹/L,+ 0.01,94.25 ₹/L,  0.00
Ukhrul,101.94 ₹/L,  0.00,87.81 ₹/L,  0.00
Umaria,110.71 ₹/L,  0.00,95.81 ₹/L,  0.00
Una,95.02 ₹/L,+ 0.26,84.33 ₹/L,+ 0.24
Unakoti,98.04 ₹/L,  0.00,87.09 ₹/L,  0.00
Unnao,96.58 ₹/L,- 0.04,89.76 ₹/L,- 0.04
Upper Siang,95.83 ₹/L,  0.00,85.06 ₹/L,  0.00
Upper Sibansiri,95.78 ₹/L,  0.00,85.00 ₹/L,  0.00
Uttar Dinajpur,106.30 ₹/L,- 0.39,93.01 ₹/L,- 0.36
Uttar Kannad,103.00 ₹/L,+ 0.04,88.82 ₹/L,+ 0.05
Uttarkashi,96.50 ₹/L,- 0.12,91.43 ₹/L,- 0.08
Vadodara,96.08 ₹/L,+ 0.04,91.82 ₹/L,+ 0.04
Vaishali,107.32 ₹/L,- 0.24,94.11 ₹/L,- 0.22
Valsad,97.39 ₹/L,+ 0.39,93.15 ₹/L,+ 0.39
Varanasi,97.06 ₹/L,+ 0.17,90.25 ₹/L,+ 0.17
Vellore,103.54 ₹/L,- 0.41,95.12 ₹/L,- 0.40
Vidisha,108.66 ₹/L,  0.00,93.89 ₹/L,  0.00
Vikarabad,110.59 ₹/L,- 0.36,98.69 ₹/L,- 0.34
Viluppuram,103.78 ₹/L,- 0.39,95.36 ₹/L,- 0.37
Virudunagar,103.68 ₹/L,+ 0.16,95.31 ₹/L,+ 0.16
Vishakhapatnam,110.48 ₹/L,  0.00,98.27 ₹/L,  0.00
Vizianagaram,111.12 ₹/L,+ 0.27,98.86 ₹/L,+ 0.25
Wanaparthy,111.05 ₹/L,- 0.50,99.12 ₹/L,- 0.46
Warangal,109.10 ₹/L,  0.00,97.29 ₹/L,  0.00
Warangal Rural,109.32 ₹/L,+ 0.01,97.50 ₹/L,+ 0.01
Wardha,106.53 ₹/L,  0.00,93.06 ₹/L,  0.00
Washim,106.65 ₹/L,  0.00,93.18 ₹/L,  0.00
Wayanad,109.05 ₹/L,- 0.18,97.84 ₹/L,- 0.17
West Champaran,109.00 ₹/L,  0.00,95.68 ₹/L,  0.00
West Delhi,96.72 ₹/L,  0.00,89.62 ₹/L,  0.00
West District,102.85 ₹/L,  0.00,89.90 ₹/L,  0.00
West Garo Hills,96.24 ₹/L,- 0.10,84.75 ₹/L,- 0.11
West Godavari,111.82 ₹/L,- 0.10,99.55 ₹/L,- 0.09
West Imphal,101.23 ₹/L,+ 0.04,87.17 ₹/L,+ 0.04
West Kameng,96.54 ₹/L,  0.00,85.33 ₹/L,  0.00
West Karbi Anglong,98.32 ₹/L,- 0.16,90.37 ₹/L,- 0.15
West Khasi Hills,96.87 ₹/L,- 0.47,85.38 ₹/L,- 0.23
West Siang,95.82 ₹/L,  0.00,84.84 ₹/L,  0.00
West Singhbhum,101.74 ₹/L,+ 0.61,96.52 ₹/L,+ 0.60
West Tripura,99.49 ₹/L,  0.00,88.44 ₹/L,  0.00
Wokha,100.30 ₹/L,  0.00,88.32 ₹/L,  0.00
Yadadri Bhuvanagiri,109.73 ₹/L,  0.00,97.87 ₹/L,  0.00
Yadgir,102.43 ₹/L,- 0.64,88.36 ₹/L,- 0.58
Yamunanagar,97.32 ₹/L,+ 0.06,90.16 ₹/L,+ 0.05
Yanam,96.82 ₹/L,  0.00,86.59 ₹/L,  0.00
Yavatmal,107.03 ₹/L,+ 0.07,93.55 ₹/L,+ 0.08
Zunheboto,101.32 ₹/L,  0.00,89.18 ₹/L,  0.00
