City,State,lat,long
Ariyalur,Tamil Nadu,11.076035950000001,79.11745538182738

Chennai,Tamil Nadu,13.035944350000001,80.24099949725411

Coimbatore,Tamil Nadu,11.0600516,77.0679581

Cuddalore,Tamil Nadu,11.7564329,79.7634644

Dharmapuri,Tamil Nadu,12.09680475,78.19304301026716

Dindigul,Tamil Nadu,10.3303299,78.0673979084697

Erode,Tamil Nadu,11.369204400000001,77.67662686841793

Kanchipuram,Tamil Nadu,12.9647163,79.9839686

Kanniyakumari,Tamil Nadu,11.0600516,77.0679581

Karur,Tamil Nadu,10.9301522,78.08485454572889

Krishnagiri,Tamil Nadu,12.5188835,78.2206536

Madurai,Tamil Nadu,9.9261153,78.1140983

Nagapattinam,Tamil Nadu,10.805627600000001,79.824659783024

Namakkal,Tamil Nadu,11.284224850000001,78.16615283668403

Nilgiris,Tamil Nadu,13.0698579,80.2248039

Perambalur,Tamil Nadu,11.2287716,78.8182555496278

Pudukkottai,Tamil Nadu,10.5,78.833333

Ramanathapuram,Tamil Nadu,9.3895523,78.85907071521498

Salem,Tamil Nadu,11.0600516,77.0679581

Sivaganga,Tamil Nadu,9.851231,78.53047154820717

Teni,Tamil Nadu,10.0108143,77.4810104

Thanjavur,Tamil Nadu,10.7860267,79.1381497

Thiruvarur,Tamil Nadu,10.73618605,79.63318659437627

Tiruchchirappalli,Tamil Nadu,10.7992254,78.6811423

Tirunelveli,Tamil Nadu,8.7012203,77.5792694

Tirupur,Tamil Nadu,11.127834,77.3415747

Tiruvallur,Tamil Nadu,13.1394221,79.9070839

Tiruvannamalai,Tamil Nadu,12.22713775,79.07012882091152

Tuticorin,Tamil Nadu,8.8052602,78.1452745

Vellore,Tamil Nadu,12.7948109,79.0006410968549

Viluppuram,Tamil Nadu,11.9137874,79.50789297942772

Virudunagar,Tamil Nadu,9.5680116,77.96244349999999

Adilabad,Telangana,19.5,78.5

Bhadradri Kothagudem,Telangana,17.71534525,80.57149761778712

Hyderabad,Telangana,17.360589,78.4740613

Jagitial,Telangana,18.7971269,78.9224727

Jangaon,Telangana,17.746584300000002,79.24072182693956

Jayashankar Bhupalpa,Telangana,18.4926995,79.96403389999999

Jogulamba Gadwal,Telangana,16.0999202,77.73415835077523

Kamareddy,Telangana,18.3222091,78.3387118

Karim Nagar,Telangana,18.4385553,79.1288412

Khammam,Telangana,17.5,80.333333

Komram Bheem Asifaba,Telangana,19.3576167,79.4703885

Mahabubabad,Telangana,17.7138983,80.04134252767227

Mancherial,Telangana,18.9812967,79.51980961374048

Medak,Telangana,17.9375095,78.21174498510584

Medchal Malkajgiri,Telangana,17.53498345,78.52463873502381

Mehabubnagar,Telangana,16.7488379,78.00351719999999

Mulugu,Telangana,18.1932372,79.9413676

Nagarkurnool,Telangana,16.415762649999998,78.68304333132829

Nalgonda,Telangana,16.8579636,79.21749353315548

Narayanpet,Telangana,16.700551750000002,77.61648447017446

Nirmal,Telangana,19.091520950000003,78.39660898429065

Nizamabad,Telangana,18.75,78.25

Peddapalli,Telangana,18.62065305,79.49501710882896

Rajanna Sircilla,Telangana,18.452116,78.76455837158737

Rangareddi,Telangana,17.0496831,78.3842227

Sangareddy,Telangana,17.86859205,77.8228199507381

Siddipet,Telangana,18.005585099999998,78.89611304969961

Suryapet,Telangana,17.08001385,79.7925329742427

Vikarabad,Telangana,17.2702855,77.74529700637382

Wanaparthy,Telangana,16.285294399999998,77.98644727021286

Warangal,Telangana,17.9820644,79.5970954

Warangal Rural,Telangana,17.9689008,79.59405439999999

Yadadri Bhuvanagiri,Telangana,17.42819665,79.09049097612106

Dhalai,Tripura,23.8253158,91.9732226716333

Gomati,Tripura,23.4613369,91.60718003817723

Khowai,Tripura,24.04673835,91.62320953646798

North Tripura,Tripura,24.092147599999997,92.24512135019847

Sepahijhala,Tripura,23.6148176,91.3276422

South Tripura,Tripura,23.5,91.666667

Unakoti,Tripura,24.3167458,92.06650224339185

West Tripura,Tripura,23.916667,91.5

Agra,Uttar Pradesh,27.1752554,78.0098161

Aligarh,Uttar Pradesh,27.833333,78.166667

Allahabad,Uttar Pradesh,25.4381302,81.8338005

Ambedkarnagar,Uttar Pradesh,26.3745075,82.6915429

Amethi Csm Nagar,Uttar Pradesh,26.1540538,81.814238

Amroha,Uttar Pradesh,28.9233969,78.48831693262684

Auraiya,Uttar Pradesh,26.65573395,79.51504701181831

Azamgarh,Uttar Pradesh,26.02269675,83.02887343114848

Baghpat,Uttar Pradesh,28.97240405,77.33315284938224

Bahraich,Uttar Pradesh,27.7336958,81.47732127661058

Ballia,Uttar Pradesh,25.877932549999997,84.11995931460379

Balrampur,Uttar Pradesh,27.4504805,82.39541774073132

Banda,Uttar Pradesh,25.624066900000003,80.44804738845679

Barabanki,Uttar Pradesh,26.93823105,81.38609761204991

Bareilly,Uttar Pradesh,28.416667,79.383333

Basti,Uttar Pradesh,27.266001,83.0834354

Bijnor,Uttar Pradesh,29.40604895,78.48087839917878

Budaun,Uttar Pradesh,28.06831165,79.04607312079293

Bulandshahr,Uttar Pradesh,28.38886085,77.97479772598118

Chandauli,Uttar Pradesh,25.1265777,83.2496557733391

Chitrakut,Uttar Pradesh,25.2173874,80.9236326

Deoria,Uttar Pradesh,26.42384715,83.76273169028727

Etah,Uttar Pradesh,27.5541146,78.60078640304634

Etawah,Uttar Pradesh,26.718324350000003,79.09025375025163

Faizabad,Uttar Pradesh,26.63807555,82.05902434378625

Farrukkhabad,Uttar Pradesh,27.3825853,79.5840195

Fatehpur,Uttar Pradesh,25.8435395,80.91800397088501

Firozabad,Uttar Pradesh,27.17736635,78.38991197951182

Gautam Budh Nagar,Uttar Pradesh,28.46513325,77.4855617607554

Ghaziabad,Uttar Pradesh,28.6711527,77.4120356

Ghazipur,Uttar Pradesh,25.603508400000003,83.50745404887138

Gonda,Uttar Pradesh,27.1096669,81.9183291218813

Gorakhpur,Uttar Pradesh,26.6711433,83.36457243864551

Hamirpur,Uttar Pradesh,25.75,80

Hapur,Uttar Pradesh,28.740612499999997,77.83542556519009

Hardoi,Uttar Pradesh,27.33857665,80.0975264641719

Hathras,Uttar Pradesh,27.57324325,78.11173866751716

Jalaun,Uttar Pradesh,26.105546,79.42765264782076

Jaunpur,Uttar Pradesh,25.7955927,82.48834097504385

Jhansi,Uttar Pradesh,25.530130800000002,78.65242146225927

Kannuaj,Uttar Pradesh,27.0514156,79.9136731

Kanpur Rural,Uttar Pradesh,26.514219349999998,80.23027653908163

Kanpur Urban,Uttar Pradesh,26.4631777,80.3207566

Kashi Ram Nagar,Uttar Pradesh,25.2495187,83.0473509

Kaushambi,Uttar Pradesh,25.53868215,81.45034105480562

Kushinagar,Uttar Pradesh,26.7438272,83.9162322

Lakhimpur,Uttar Pradesh,27.985060150000002,80.75384538357649

Lalitpur,Uttar Pradesh,24.70038485,78.51866758648347

Lucknow,Uttar Pradesh,26.8381,80.9346001

Maharajganj,Uttar Pradesh,27.09254225,83.56696261338257

Mahoba,Uttar Pradesh,25.36176885,79.70499475331877

Mainpuri,Uttar Pradesh,27.2098219,79.04813700847944

Mathura,Uttar Pradesh,27.633333,77.583333

Maunathbhanjan,Uttar Pradesh,25.9904256,83.5070203

Meerut,Uttar Pradesh,29.000652549999998,77.76822875372174

Mirzapur,Uttar Pradesh,25.101047700000002,82.62574935763521

Moradabad,Uttar Pradesh,28.8638424,78.80577833091104

Muzaffarnagar,Uttar Pradesh,29.44800635,77.74068502568672

Pilibhit,Uttar Pradesh,28.690806600000002,79.83107248812297

Pratapgarh,Uttar Pradesh,25.75,81.75

Rae Bareli,Uttar Pradesh,26.25,81.25

Rampur,Uttar Pradesh,28.8014001,79.0284337

Saharanpur,Uttar Pradesh,29.9880774,77.5081299470512

Sambhal,Uttar Pradesh,28.61875255,78.55087405404802

Sant Kabir Nagar,Uttar Pradesh,26.7882737,82.9600798

Sant Ravi Nagar,Uttar Pradesh,28.74260349999999,77.7802521

Shahjahanpur,Uttar Pradesh,27.912633149999998,79.74656294869826

Shamli,Uttar Pradesh,29.5008816,77.34838258540861

Shravasti,Uttar Pradesh,27.5083429,82.0263569

Sidharthnagar,Uttar Pradesh,27.2715633,82.82097399999999

Sitapur,Uttar Pradesh,27.5046392,80.82946583420815

Sonbhadra,Uttar Pradesh,24.38657525,83.07863061278505

Sultanpur,Uttar Pradesh,26.242510850000002,82.29616931685918

Unnao,Uttar Pradesh,26.57550365,80.61376177782856

Varanasi,Uttar Pradesh,25.3356491,83.0076292

Almora,Uttarakhand,29.703094999999998,79.43317023326716

Bageshwar,Uttarakhand,30.0084975,79.93004575415591

Chamoli,Uttarakhand,30.5,79.5

Champawat,Uttarakhand,29.23631315,80.10172076512075

Dehradun,Uttarakhand,30.3255646,78.0436813

Haridwar,Uttarakhand,29.9384473,78.1452985

Nainital,Uttarakhand,29.29478295,79.41548093726253

Pauri,Uttarakhand,30.1479882,78.7759518

Pithoragarh,Uttarakhand,29.585871,80.215167

Rudraprayag,Uttarakhand,30.3009965,79.06287964782695

Tehri Garhwal,Uttarakhand,30.5,78.666667

Udham Singh Nagar,Uttarakhand,29.048098799999998,79.4313133223357

Uttarkashi,Uttarakhand,30.7291049,78.4403495

Alipurduar,West Bengal,26.686055,89.4131176

Bankura,West Bengal,23.13195425,87.20739720367507

Birbhum,West Bengal,24,87.583333

Cooch Bihar,West Bengal,26.3223696,89.4592445

Dakshin Dinajpur,West Bengal,25.38703085,88.50471505

Darjeeling,West Bengal,26.8700325,88.3608759

Hooghly,West Bengal,22.9052114,88.3760639

Howrah,West Bengal,22.5736296,88.3251045

Jalpaiguri,West Bengal,26.4733048,88.6788668614395

Jhargram,West Bengal,22.3770636,87.04867177362203

Kalimpong,West Bengal,27.0702869,88.4723676

Kolkata,West Bengal,22.5726459,88.3638953

Malda,West Bengal,25.0057449,88.1398483

Murshidabad,West Bengal,24.1745993,88.2721335

Nadia,West Bengal,23.4836184,88.55570832329447

North 24 Parganas,West Bengal,22.642931,88.8930579

Paschim Bardhaman,West Bengal,23.64260775,87.16444149728576

Paschim Medinipur,West Bengal,22.3599134,87.41331447600871

Purba Bardhaman,West Bengal,23.391717,87.90621212355462

Purba Medinipur,West Bengal,22.06217445,87.83672383486115

Purulia,West Bengal,23.3291882,86.3672378

South 24 Parganas,West Bengal,22.1815262,88.54843766912074

Uttar Dinajpur,West Bengal,25.8707958,87.96259728449391

